Mod:Item:MetaData, Localized Name
chinjufumod:block_wp_namako_b_pink, 面板_菱纹墙_甲_粉红色
chinjufumod:block_wp_namako_b_purple, 面板_菱纹墙_甲_紫色
chinjufumod:block_wp_namako_b_red, 面板_菱纹墙_甲_红色
chinjufumod:block_wp_namako_b_white, 面板_菱纹墙_甲_白色
chinjufumod:block_wp_namako_b_yellow, 面板_菱纹墙_甲_黄色
chinjufumod:block_ranma_oak, 楣窗
chinjufumod:block_ranma_aca, 楣窗_金合欢木
chinjufumod:block_ranma_bir, 楣窗_白桦木
chinjufumod:block_ranma_doak, 楣窗_深色橡木
chinjufumod:block_ranma_jun, 楣窗_丛林木
chinjufumod:block_ranma_spru, 楣窗_云杉木
chinjufumod:block_ranma_oak_1, tile.block_ranma_oak_1.name
chinjufumod:block_ranma_aca_1, tile.block_ranma_aca_1.name
chinjufumod:block_ranma_bir_1, tile.block_ranma_bir_1.name
chinjufumod:block_ranma_doak_1, tile.block_ranma_doak_1.name
chinjufumod:block_ranma_jun_1, tile.block_ranma_jun_1.name
chinjufumod:block_ranma_spru_1, tile.block_ranma_spru_1.name
chinjufumod:block_ranmab_oak, 楣窗_甲
chinjufumod:block_ranmab_aca, 楣窗_甲_金合欢木
chinjufumod:block_ranmab_bir, 楣窗_甲_白桦木
chinjufumod:block_ranmab_doak, 楣窗_甲_深色橡木
chinjufumod:block_ranmab_jun, 楣窗_甲_丛林木
chinjufumod:block_ranmab_spru, 楣窗_甲_云杉木
chinjufumod:block_ranmab_oak_1, tile.block_ranmab_oak_1.name
chinjufumod:block_ranmab_aca_1, tile.block_ranmab_aca_1.name
chinjufumod:block_ranmab_bir_1, tile.block_ranmab_bir_1.name
chinjufumod:block_ranmab_doak_1, tile.block_ranmab_doak_1.name
chinjufumod:block_ranmab_jun_1, tile.block_ranmab_jun_1.name
chinjufumod:block_ranmab_spru_1, tile.block_ranmab_spru_1.name
chinjufumod:block_ranmac_oak, 楣窗_乙
chinjufumod:block_ranmac_aca, 楣窗_乙_金合欢木
chinjufumod:block_ranmac_bir, 楣窗_乙_白桦木
chinjufumod:block_ranmac_doak, 楣窗_乙_深色橡木
chinjufumod:block_ranmac_jun, 楣窗_乙_丛林木
chinjufumod:block_ranmac_spru, 楣窗_乙_云杉木
chinjufumod:block_ranmac_oak_1, tile.block_ranmac_oak_1.name
chinjufumod:block_ranmac_aca_1, tile.block_ranmac_aca_1.name
chinjufumod:block_ranmac_bir_1, tile.block_ranmac_bir_1.name
chinjufumod:block_ranmac_doak_1, tile.block_ranmac_doak_1.name
chinjufumod:block_ranmac_jun_1, tile.block_ranmac_jun_1.name
chinjufumod:block_ranmac_spru_1, tile.block_ranmac_spru_1.name
chinjufumod:block_kanki_oak, 通风口
chinjufumod:block_kanki_aca, 通风口_金合欢木
chinjufumod:block_kanki_bir, 通风口_白桦木
chinjufumod:block_kanki_doak, 通风口_深色橡木
chinjufumod:block_kanki_jun, 通风口_丛林木
chinjufumod:block_kanki_spru, 通风口_云杉木
chinjufumod:block_kanki_oak_1, tile.block_kanki_oak_1.name
chinjufumod:block_kanki_aca_1, tile.block_kanki_aca_1.name
chinjufumod:block_kanki_bir_1, tile.block_kanki_bir_1.name
chinjufumod:block_kanki_doak_1, tile.block_kanki_doak_1.name
chinjufumod:block_kanki_jun_1, tile.block_kanki_jun_1.name
chinjufumod:block_kanki_spru_1, tile.block_kanki_spru_1.name
chinjufumod:block_koushi_oak, 格子窗
chinjufumod:block_koushi_aca, 格子窗_金合欢木
chinjufumod:block_koushi_bir, 格子窗_白桦木
chinjufumod:block_koushi_doak, 格子窗_深色橡木
chinjufumod:block_koushi_jun, 格子窗_丛林木
chinjufumod:block_koushi_spru, 格子窗_云杉木
chinjufumod:block_koushi_oak_1, tile.block_koushi_oak_1.name
chinjufumod:block_koushi_aca_1, tile.block_koushi_aca_1.name
chinjufumod:block_koushi_bir_1, tile.block_koushi_bir_1.name
chinjufumod:block_koushi_doak_1, tile.block_koushi_doak_1.name
chinjufumod:block_koushi_jun_1, tile.block_koushi_jun_1.name
chinjufumod:block_koushi_spru_1, tile.block_koushi_spru_1.name
chinjufumod:block_tatamih, 榻榻米_无边沿
chinjufumod:block_tatamih_black, 榻榻米_黑色
chinjufumod:block_tatamih_blue, 榻榻米_蓝色
chinjufumod:block_tatamih_brown, 榻榻米_棕色
chinjufumod:block_tatamih_cyan, 榻榻米_青色
chinjufumod:block_tatamih_gray, 榻榻米_灰色
chinjufumod:block_tatamih_green, 榻榻米_绿色
chinjufumod:block_tatamih_lightb, 榻榻米_淡蓝色
chinjufumod:block_tatamih_lightg, 榻榻米_淡灰色
chinjufumod:block_tatamih_lime, 榻榻米_黄绿色
chinjufumod:block_tatamih_magenta, 榻榻米_品红色
chinjufumod:block_tatamih_orange, 榻榻米_橙色
chinjufumod:block_tatamih_pink, 榻榻米_粉红色
chinjufumod:block_tatamih_purple, 榻榻米_紫色
chinjufumod:block_tatamih_red, 榻榻米_红色
chinjufumod:block_tatamih_yellow, 榻榻米_黄色
chinjufumod:block_tatamih_white, 榻榻米_白色
chinjufumod:block_tatamid, 榻榻米_无边沿
chinjufumod:block_tatamid_black, 榻榻米_黑色
chinjufumod:block_tatamid_blue, 榻榻米_蓝色
chinjufumod:block_tatamid_brown, 榻榻米_棕色
chinjufumod:block_tatamid_cyan, 榻榻米_青色
chinjufumod:block_tatamid_gray, 榻榻米_灰色
chinjufumod:block_tatamid_green, 榻榻米_绿色
chinjufumod:block_tatamid_lightb, 榻榻米_淡蓝色
chinjufumod:block_tatamid_lightg, 榻榻米_淡灰色
chinjufumod:block_tatamid_lime, 榻榻米_黄绿色
chinjufumod:block_tatamid_magenta, 榻榻米_品红色
chinjufumod:block_tatamid_orange, 榻榻米_橙色
chinjufumod:block_tatamid_pink, 榻榻米_粉红色
chinjufumod:block_tatamid_purple, 榻榻米_紫色
chinjufumod:block_tatamid_red, 榻榻米_红色
chinjufumod:block_tatamid_yellow, 榻榻米_黄色
chinjufumod:block_tatamid_white, 榻榻米_白色
chinjufumod:block_tatamih_y, 晒伤的榻榻米_无边沿
chinjufumod:block_tatamih_y_black, 晒伤的榻榻米_黑色
chinjufumod:block_tatamih_y_blue, 晒伤的榻榻米_蓝色
chinjufumod:block_tatamih_y_brown, 晒伤的榻榻米_棕色
chinjufumod:block_tatamih_y_cyan, 晒伤的榻榻米_青色
chinjufumod:block_tatamih_y_gray, 晒伤的榻榻米_灰色
chinjufumod:block_tatamih_y_green, 晒伤的榻榻米_绿色
chinjufumod:block_tatamih_y_lightb, 晒伤的榻榻米_淡蓝色
chinjufumod:block_tatamih_y_lightg, 晒伤的榻榻米_淡灰色
chinjufumod:block_tatamih_y_lime, 晒伤的榻榻米_黄绿色
chinjufumod:block_tatamih_y_magenta, 晒伤的榻榻米_品红色
chinjufumod:block_tatamih_y_orange, 晒伤的榻榻米_橙色
chinjufumod:block_tatamih_y_pink, 晒伤的榻榻米_粉红色
chinjufumod:block_tatamih_y_purple, 晒伤的榻榻米_紫色
chinjufumod:block_tatamih_y_red, 晒伤的榻榻米_红色
chinjufumod:block_tatamih_y_yellow, 晒伤的榻榻米_黄色
chinjufumod:block_tatamih_y_white, 晒伤的榻榻米_白色
chinjufumod:block_tatamid_y, 晒伤的榻榻米_无边沿
chinjufumod:block_tatamid_y_black, 晒伤的榻榻米_黑色
chinjufumod:block_tatamid_y_blue, 晒伤的榻榻米_蓝色
chinjufumod:block_tatamid_y_brown, 晒伤的榻榻米_棕色
chinjufumod:block_tatamid_y_cyan, 晒伤的榻榻米_青色
chinjufumod:block_tatamid_y_gray, 晒伤的榻榻米_灰色
chinjufumod:block_tatamid_y_green, 晒伤的榻榻米_绿色
chinjufumod:block_tatamid_y_lightb, 晒伤的榻榻米_淡蓝色
chinjufumod:block_tatamid_y_lightg, 晒伤的榻榻米_淡灰色
chinjufumod:block_tatamid_y_lime, 晒伤的榻榻米_黄绿色
chinjufumod:block_tatamid_y_magenta, 晒伤的榻榻米_品红色
chinjufumod:block_tatamid_y_orange, 晒伤的榻榻米_橙色
chinjufumod:block_tatamid_y_pink, 晒伤的榻榻米_粉红色
chinjufumod:block_tatamid_y_purple, 晒伤的榻榻米_紫色
chinjufumod:block_tatamid_y_red, 晒伤的榻榻米_红色
chinjufumod:block_tatamid_y_yellow, 晒伤的榻榻米_黄色
chinjufumod:block_tatamid_y_white, 晒伤的榻榻米_白色
chinjufumod:block_futon_c_black, 铺垫_黑色
chinjufumod:block_futon_o_black, tile.block_futon_o_black.name
chinjufumod:block_futon_c_blue, 铺垫_蓝色
chinjufumod:block_futon_o_blue, tile.block_futon_o_blue.name
chinjufumod:block_futon_c_brown, 铺垫_棕色
chinjufumod:block_futon_o_brown, tile.block_futon_o_brown.name
chinjufumod:block_futon_c_cyan, 铺垫_青色
chinjufumod:block_futon_o_cyan, tile.block_futon_o_cyan.name
chinjufumod:block_futon_c_gray, 铺垫_灰色
chinjufumod:block_futon_o_gray, tile.block_futon_o_gray.name
chinjufumod:block_futon_c_green, 铺垫_绿色
chinjufumod:block_futon_o_green, tile.block_futon_o_green.name
chinjufumod:block_futon_c_lightb, 铺垫_淡蓝色
chinjufumod:block_futon_o_lightb, tile.block_futon_o_lightb.name
chinjufumod:block_futon_c_lightg, 铺垫_淡灰色
chinjufumod:block_futon_o_lightg, tile.block_futon_o_lightg.name
chinjufumod:block_futon_c_lime, 铺垫_黄绿色
chinjufumod:block_futon_o_lime, tile.block_futon_o_lime.name
chinjufumod:block_futon_c_magenta, 铺垫_品红色
chinjufumod:block_futon_o_magenta, tile.block_futon_o_magenta.name
chinjufumod:block_futon_c_orange, 铺垫_橙色
chinjufumod:block_futon_o_orange, tile.block_futon_o_orange.name
chinjufumod:block_futon_c_pink, 铺垫_粉红色
chinjufumod:block_futon_o_pink, tile.block_futon_o_pink.name
chinjufumod:block_futon_c_purple, 铺垫_紫色
chinjufumod:block_futon_o_purple, tile.block_futon_o_purple.name
chinjufumod:block_futon_c_red, 铺垫_红色
chinjufumod:block_futon_o_red, tile.block_futon_o_red.name
chinjufumod:block_futon_c_white, 铺垫_白色
chinjufumod:block_futon_o_white, tile.block_futon_o_white.name
chinjufumod:block_futon_c_yellow, 铺垫_黄色
chinjufumod:block_futon_o_yellow, tile.block_futon_o_yellow.name
chinjufumod:block_keikai, 警告块
chinjufumod:block_keiryukui, 系泊桩
chinjufumod:block_keiryukui_b, 系泊桩_黑色
chinjufumod:block_ctruss_black, 桁架_黑色
chinjufumod:block_ctruss_blue, 桁架_蓝色
chinjufumod:block_ctruss_brown, 桁架_棕色
chinjufumod:block_ctruss_cyan, 桁架_青色
chinjufumod:block_ctruss_gray, 桁架_灰色
chinjufumod:block_ctruss_green, 桁架_绿色
chinjufumod:block_ctruss_lightb, 桁架_淡蓝色
chinjufumod:block_ctruss_lime, 桁架_黄绿色
chinjufumod:block_ctruss_magenta, 桁架_品红色
chinjufumod:block_ctruss_orange, 桁架_橙色
chinjufumod:block_ctruss_pink, 桁架_粉红色
chinjufumod:block_ctruss_purple, 桁架_紫色
chinjufumod:block_ctruss_red, 桁架_红色
chinjufumod:block_ctruss_white, 桁架_白色
chinjufumod:block_ctruss_yellow, 桁架_黄色
chinjufumod:block_ctruss, 桁架
chinjufumod:block_sudare_1, 百叶窗
chinjufumod:block_sudare_2, tile.block_sudare_2.name
chinjufumod:block_sudare_3, tile.block_sudare_3.name
chinjufumod:block_ishitourou_stone, 低石灯笼
chinjufumod:block_ishitourou_and, 低石灯笼_安山岩
chinjufumod:block_ishitourou_dio, 低石灯笼_闪长岩
chinjufumod:block_ishitourou_gra, 低石灯笼_花岗岩
chinjufumod:lit_ishitourou_stone, tile.lit_ishitourou_stone.name
chinjufumod:lit_ishitourou_and, tile.lit_ishitourou_and.name
chinjufumod:lit_ishitourou_dio, tile.lit_ishitourou_dio.name
chinjufumod:lit_ishitourou_gra, tile.lit_ishitourou_gra.name
chinjufumod:block_longtourou_stone, 石灯笼
chinjufumod:block_longtourou_and, 石灯笼_安山岩
chinjufumod:block_longtourou_dio, 石灯笼_闪长岩
chinjufumod:block_longtourou_gra, 石灯笼_花岗岩
chinjufumod:lit_longtourou_stone, tile.lit_longtourou_stone.name
chinjufumod:lit_longtourou_and, tile.lit_longtourou_and.name
chinjufumod:lit_longtourou_dio, tile.lit_longtourou_dio.name
chinjufumod:lit_longtourou_gra, tile.lit_longtourou_gra.name
chinjufumod:block_chouzubachi_1, tile.block_chouzubachi_1.name
chinjufumod:block_chouzubachi_2, tile.block_chouzubachi_2.name
chinjufumod:block_chouzubachi_3, tile.block_chouzubachi_3.name
chinjufumod:block_chouzubachi_4, tile.block_chouzubachi_4.name
chinjufumod:block_chouzubachi_kara, 手水钵
chinjufumod:block_chouzu_and_1, tile.block_chouzu_and_1.name
chinjufumod:block_chouzu_and_2, tile.block_chouzu_and_2.name
chinjufumod:block_chouzu_and_3, tile.block_chouzu_and_3.name
chinjufumod:block_chouzu_and_4, tile.block_chouzu_and_4.name
chinjufumod:block_chouzu_and_kara, 手水钵_安山岩
chinjufumod:block_chouzu_dio_1, tile.block_chouzu_dio_1.name
chinjufumod:block_chouzu_dio_2, tile.block_chouzu_dio_2.name
chinjufumod:block_chouzu_dio_3, tile.block_chouzu_dio_3.name
chinjufumod:block_chouzu_dio_4, tile.block_chouzu_dio_4.name
chinjufumod:block_chouzu_dio_kara, 手水钵_闪长岩
chinjufumod:block_chouzu_gra_1, tile.block_chouzu_gra_1.name
chinjufumod:block_chouzu_gra_2, tile.block_chouzu_gra_2.name
chinjufumod:block_chouzu_gra_3, tile.block_chouzu_gra_3.name
chinjufumod:block_chouzu_gra_4, tile.block_chouzu_gra_4.name
chinjufumod:block_chouzu_gra_kara, 手水钵_花岗岩
chinjufumod:block_longacacia_top, tile.block_longacacia_top.name
chinjufumod:block_longacacia_bot, 装饰树_金合欢木
chinjufumod:block_longbirch_top, tile.block_longbirch_top.name
chinjufumod:block_longbirch_bot, 装饰树_白桦木
chinjufumod:block_longdarkoak_top, tile.block_longdarkoak_top.name
chinjufumod:block_longdarkoak_bot, 装饰树_深色橡木
chinjufumod:block_longjungle_top, tile.block_longjungle_top.name
chinjufumod:block_longjungle_bot, 装饰树_丛林木
chinjufumod:block_longoak_top, tile.block_longoak_top.name
chinjufumod:block_longoak_bot, 装饰树_橡木
chinjufumod:block_longspruce_top, tile.block_longspruce_top.name
chinjufumod:block_longspruce_bot, 装饰树_云杉木
chinjufumod:block_low_acacia, 低装饰树_金合欢木
chinjufumod:block_low_birch, 低装饰树_白桦木
chinjufumod:block_low_darkoak, 低装饰树_深色橡木
chinjufumod:block_low_jungle, 低装饰树_丛林木
chinjufumod:block_low_oak, 低装饰树_橡木
chinjufumod:block_low_spruce, 低装饰树_云杉木
chinjufumod:block_bin_koubo_f, 酵母培养瓶
chinjufumod:block_bin_koubo_1, tile.block_bin_koubo_1.name
chinjufumod:block_taru_hakkou, 发酵桶
chinjufumod:block_taru_kouji_f, 米曲桶
chinjufumod:block_taru_kouji_1, tile.block_taru_kouji_1.name
chinjufumod:block_taru_shubo_f, 酒母桶
chinjufumod:block_taru_shubo_1, tile.block_taru_shubo_1.name
chinjufumod:block_taru_moromi_f, 生酒桶
chinjufumod:block_taru_moromi_1, tile.block_taru_moromi_1.name
chinjufumod:block_taru_jukusei_f, 熟成酒桶
chinjufumod:block_taru_jukusei_1, tile.block_taru_jukusei_1.name
chinjufumod:block_taru_ringoshu_f, 苹果酒桶
chinjufumod:block_taru_ringoshu_1, tile.block_taru_ringoshu_1.name
chinjufumod:block_taru_ringoshu_2, tile.block_taru_ringoshu_2.name
chinjufumod:block_taru_budoushu_f, 葡萄酒桶
chinjufumod:block_taru_budoushu_1, tile.block_taru_budoushu_1.name
chinjufumod:block_taru_budoushu_2, tile.block_taru_budoushu_2.name
chinjufumod:block_taru_miso_f, 味噌桶
chinjufumod:block_taru_miso_1, tile.block_taru_miso_1.name
chinjufumod:block_taru_koucha_f, 茶叶氧化碟
chinjufumod:block_taru_koucha_1, tile.block_taru_koucha_1.name
chinjufumod:block_bot_sakenama_1, 生酒
chinjufumod:block_bot_sakenama_2, tile.block_bot_sakenama_2.name
chinjufumod:block_bot_sakenama_3, tile.block_bot_sakenama_3.name
chinjufumod:block_bot_sakenama_4, tile.block_bot_sakenama_4.name
chinjufumod:block_bot_sakenama_k, tile.block_bot_sakenama_k.name
chinjufumod:block_gla_sakenama_1, 一杯生酒
chinjufumod:block_gla_sakenama_2, tile.block_gla_sakenama_2.name
chinjufumod:block_gla_sake_k, tile.block_gla_sake_k.name
chinjufumod:block_bot_sake_1, 清酒
chinjufumod:block_bot_sake_2, tile.block_bot_sake_2.name
chinjufumod:block_bot_sake_3, tile.block_bot_sake_3.name
chinjufumod:block_bot_sake_4, tile.block_bot_sake_4.name
chinjufumod:block_bot_sake_k, tile.block_bot_sake_k.name
chinjufumod:block_gla_sake_1, 一杯清酒
chinjufumod:block_gla_sake_2, tile.block_gla_sake_2.name
chinjufumod:block_bot_sakejuku_1, 熟成酒
chinjufumod:block_bot_sakejuku_2, tile.block_bot_sakejuku_2.name
chinjufumod:block_bot_sakejuku_3, tile.block_bot_sakejuku_3.name
chinjufumod:block_bot_sakejuku_4, tile.block_bot_sakejuku_4.name
chinjufumod:block_bot_sakejuku_k, tile.block_bot_sakejuku_k.name
chinjufumod:block_gla_sakejuku_1, 一杯熟成酒
chinjufumod:block_gla_sakejuku_2, tile.block_gla_sakejuku_2.name
chinjufumod:block_bot_cider_1, 苹果酒
chinjufumod:block_bot_cider_2, tile.block_bot_cider_2.name
chinjufumod:block_bot_cider_3, tile.block_bot_cider_3.name
chinjufumod:block_bot_cider_4, tile.block_bot_cider_4.name
chinjufumod:block_bot_cider_k, tile.block_bot_cider_k.name
chinjufumod:block_gla_cider_1, 一杯苹果酒
chinjufumod:block_gla_cider_2, tile.block_gla_cider_2.name
chinjufumod:block_gla_cider_k, tile.block_gla_cider_k.name
chinjufumod:block_bot_ciderjuku_1, 成熟的苹果酒
chinjufumod:block_bot_ciderjuku_2, tile.block_bot_ciderjuku_2.name
chinjufumod:block_bot_ciderjuku_3, tile.block_bot_ciderjuku_3.name
chinjufumod:block_bot_ciderjuku_4, tile.block_bot_ciderjuku_4.name
chinjufumod:block_bot_ciderjuku_k, tile.block_bot_ciderjuku_k.name
chinjufumod:block_gla_ciderjuku_1, 一杯成熟的苹果酒
chinjufumod:block_gla_ciderjuku_2, tile.block_gla_ciderjuku_2.name
chinjufumod:block_bot_wine_1, 葡萄酒
chinjufumod:block_bot_wine_2, tile.block_bot_wine_2.name
chinjufumod:block_bot_wine_3, tile.block_bot_wine_3.name
chinjufumod:block_bot_wine_4, tile.block_bot_wine_4.name
chinjufumod:block_bot_wine_k, tile.block_bot_wine_k.name
chinjufumod:block_gla_wine_1, 一杯葡萄酒
chinjufumod:block_gla_wine_2, tile.block_gla_wine_2.name
chinjufumod:block_gla_wine_k, tile.block_gla_wine_k.name
chinjufumod:block_bot_winejuku_1, 成熟的葡萄酒
chinjufumod:block_bot_winejuku_2, tile.block_bot_winejuku_2.name
chinjufumod:block_bot_winejuku_3, tile.block_bot_winejuku_3.name
chinjufumod:block_bot_winejuku_4, tile.block_bot_winejuku_4.name
chinjufumod:block_bot_winejuku_k, tile.block_bot_winejuku_k.name
chinjufumod:block_gla_winejuku_1, 一杯成熟的葡萄酒
chinjufumod:block_gla_winejuku_2, tile.block_gla_winejuku_2.name
chinjufumod:block_food_nabeaz_n, 土锅_放入酒糟
chinjufumod:block_food_nabeaz_b, tile.block_food_nabeaz_b.name
chinjufumod:block_food_nabeaz_1, 土锅_烧甜酒
chinjufumod:block_food_nabeaz_2, tile.block_food_nabeaz_2.name
chinjufumod:block_food_nabeaz_3, tile.block_food_nabeaz_3.name
chinjufumod:block_food_nabeaz_4, tile.block_food_nabeaz_4.name
chinjufumod:block_gla_amazake_1, 一杯甜酒
chinjufumod:block_gla_amazake_2, tile.block_gla_amazake_2.name
chinjufumod:block_gla_amazake_k, tile.block_gla_amazake_k.name
chinjufumod:block_food_nabenimame_n, 土锅_大豆
chinjufumod:block_food_nabenimame_b, 土锅_蒸煮大豆
chinjufumod:block_bin_nyusan_f, 乳酸菌培养瓶
chinjufumod:block_bin_nyusan_1, tile.block_bin_nyusan_1.name
chinjufumod:block_nabe_milk, 深底锅_牛奶
chinjufumod:block_nabe_hotmilk, tile.block_nabe_hotmilk.name
chinjufumod:block_nabe_coldmilk1, tile.block_nabe_coldmilk1.name
chinjufumod:block_nabe_coldmilk2, tile.block_nabe_coldmilk2.name
chinjufumod:block_nabe_coldmilk3, tile.block_nabe_coldmilk3.name
chinjufumod:block_nabe_curd, tile.block_nabe_curd.name
chinjufumod:block_food_cheesecurd, 凝乳
chinjufumod:block_food_cheese_1, 奶酪
chinjufumod:block_food_cheese_2, tile.block_food_cheese_2.name
chinjufumod:block_food_cheese_3, tile.block_food_cheese_3.name
chinjufumod:block_food_cheese_4, tile.block_food_cheese_4.name
chinjufumod:block_shouji_cl, 障子
chinjufumod:block_shouji_ol, tile.block_shouji_ol.name
chinjufumod:block_shouji_cr, tile.block_shouji_cr.name
chinjufumod:block_shouji_or, tile.block_shouji_or.name
chinjufumod:block_shouji_cl_aca, 障子_金合欢木
chinjufumod:block_shouji_ol_aca, tile.block_shouji_ol_aca.name
chinjufumod:block_shouji_cr_aca, tile.block_shouji_cr_aca.name
chinjufumod:block_shouji_or_aca, tile.block_shouji_or_aca.name
chinjufumod:block_shouji_cl_bir, 障子_白桦木
chinjufumod:block_shouji_ol_bir, tile.block_shouji_ol_bir.name
chinjufumod:block_shouji_cr_bir, tile.block_shouji_cr_bir.name
chinjufumod:block_shouji_or_bir, tile.block_shouji_or_bir.name
chinjufumod:block_shouji_cl_doak, 障子_深色橡木
chinjufumod:block_shouji_ol_doak, tile.block_shouji_ol_doak.name
chinjufumod:block_shouji_cr_doak, tile.block_shouji_cr_doak.name
chinjufumod:block_shouji_or_doak, tile.block_shouji_or_doak.name
chinjufumod:block_shouji_cl_jun, 障子_丛林木
chinjufumod:block_shouji_ol_jun, tile.block_shouji_ol_jun.name
chinjufumod:block_shouji_cr_jun, tile.block_shouji_cr_jun.name
chinjufumod:block_shouji_or_jun, tile.block_shouji_or_jun.name
chinjufumod:block_shouji_cl_spru, 障子_云杉木
chinjufumod:block_shouji_ol_spru, tile.block_shouji_ol_spru.name
chinjufumod:block_shouji_cr_spru, tile.block_shouji_cr_spru.name
chinjufumod:block_shouji_or_spru, tile.block_shouji_or_spru.name
chinjufumod:block_shoujia_cl, 障子_甲
chinjufumod:block_shoujia_ol, tile.block_shoujia_ol.name
chinjufumod:block_shoujia_cr, tile.block_shoujia_cr.name
chinjufumod:block_shoujia_or, tile.block_shoujia_or.name
chinjufumod:block_shoujia_cl_aca, 障子_甲_金合欢木
chinjufumod:block_shoujia_ol_aca, tile.block_shoujia_ol_aca.name
chinjufumod:block_shoujia_cr_aca, tile.block_shoujia_cr_aca.name
chinjufumod:block_shoujia_or_aca, tile.block_shoujia_or_aca.name
chinjufumod:block_shoujia_cl_bir, 障子_甲_白桦木
chinjufumod:block_shoujia_ol_bir, tile.block_shoujia_ol_bir.name
chinjufumod:block_shoujia_cr_bir, tile.block_shoujia_cr_bir.name
chinjufumod:block_shoujia_or_bir, tile.block_shoujia_or_bir.name
chinjufumod:block_shoujia_cl_doak, 障子_甲_深色橡木
chinjufumod:block_shoujia_ol_doak, tile.block_shoujia_ol_doak.name
chinjufumod:block_shoujia_cr_doak, tile.block_shoujia_cr_doak.name
chinjufumod:block_shoujia_or_doak, tile.block_shoujia_or_doak.name
chinjufumod:block_shoujia_cl_jun, 障子_甲_丛林木
chinjufumod:block_shoujia_ol_jun, tile.block_shoujia_ol_jun.name
chinjufumod:block_shoujia_cr_jun, tile.block_shoujia_cr_jun.name
chinjufumod:block_shoujia_or_jun, tile.block_shoujia_or_jun.name
chinjufumod:block_shoujia_cl_spru, 障子_甲_云杉木
chinjufumod:block_shoujia_ol_spru, tile.block_shoujia_ol_spru.name
chinjufumod:block_shoujia_cr_spru, tile.block_shoujia_cr_spru.name
chinjufumod:block_shoujia_or_spru, tile.block_shoujia_or_spru.name
chinjufumod:block_shoujih_cl, 障子窗
chinjufumod:block_shoujih_ol, tile.block_shoujih_ol.name
chinjufumod:block_shoujih_or, tile.block_shoujih_or.name
chinjufumod:block_shoujih_cl_aca, 障子窗_金合欢木
chinjufumod:block_shoujih_ol_aca, tile.block_shoujih_ol_aca.name
chinjufumod:block_shoujih_or_aca, tile.block_shoujih_or_aca.name
chinjufumod:block_shoujih_cl_bir, 障子窗_白桦木
chinjufumod:block_shoujih_ol_bir, tile.block_shoujih_ol_bir.name
chinjufumod:block_shoujih_or_bir, tile.block_shoujih_or_bir.name
chinjufumod:block_shoujih_cl_doak, 障子窗_深色橡木
chinjufumod:block_shoujih_ol_doak, tile.block_shoujih_ol_doak.name
chinjufumod:block_shoujih_or_doak, tile.block_shoujih_or_doak.name
chinjufumod:block_shoujih_cl_jun, 障子窗_丛林木
chinjufumod:block_shoujih_ol_jun, tile.block_shoujih_ol_jun.name
chinjufumod:block_shoujih_or_jun, tile.block_shoujih_or_jun.name
chinjufumod:block_shoujih_cl_spru, 障子窗_云杉木
chinjufumod:block_shoujih_ol_spru, tile.block_shoujih_ol_spru.name
chinjufumod:block_shoujih_or_spru, tile.block_shoujih_or_spru.name
chinjufumod:block_garasudo_cl, 玻璃木拉门
chinjufumod:block_garasudo_ol, tile.block_garasudo_ol.name
chinjufumod:block_garasudo_cr, tile.block_garasudo_cr.name
chinjufumod:block_garasudo_or, tile.block_garasudo_or.name
chinjufumod:block_garasudo_cl_aca, 玻璃木拉门_金合欢木
chinjufumod:block_garasudo_ol_aca, tile.block_garasudo_ol_aca.name
chinjufumod:block_garasudo_cr_aca, tile.block_garasudo_cr_aca.name
chinjufumod:block_garasudo_or_aca, tile.block_garasudo_or_aca.name
chinjufumod:block_garasudo_cl_bir, 玻璃木拉门_白桦木
chinjufumod:block_garasudo_ol_bir, tile.block_garasudo_ol_bir.name
chinjufumod:block_garasudo_cr_bir, tile.block_garasudo_cr_bir.name
chinjufumod:block_garasudo_or_bir, tile.block_garasudo_or_bir.name
chinjufumod:block_garasudo_cl_doak, 玻璃木拉门_深色橡木
chinjufumod:block_garasudo_ol_doak, tile.block_garasudo_ol_doak.name
chinjufumod:block_garasudo_cr_doak, tile.block_garasudo_cr_doak.name
chinjufumod:block_garasudo_or_doak, tile.block_garasudo_or_doak.name
chinjufumod:block_garasudo_cl_jun, 玻璃木拉门_丛林木
chinjufumod:block_garasudo_ol_jun, tile.block_garasudo_ol_jun.name
chinjufumod:block_garasudo_cr_jun, tile.block_garasudo_cr_jun.name
chinjufumod:block_garasudo_or_jun, tile.block_garasudo_or_jun.name
chinjufumod:block_garasudo_cl_spru, 玻璃木拉门_云杉木
chinjufumod:block_garasudo_ol_spru, tile.block_garasudo_ol_spru.name
chinjufumod:block_garasudo_cr_spru, tile.block_garasudo_cr_spru.name
chinjufumod:block_garasudo_or_spru, tile.block_garasudo_or_spru.name
chinjufumod:block_garasudob_cl, 玻璃木拉门_甲
chinjufumod:block_garasudob_ol, tile.block_garasudob_ol.name
chinjufumod:block_garasudob_cr, tile.block_garasudob_cr.name
chinjufumod:block_garasudob_or, tile.block_garasudob_or.name
chinjufumod:block_garasudob_cl_aca, 玻璃木拉门_甲_金合欢木
chinjufumod:block_garasudob_ol_aca, tile.block_garasudob_ol_aca.name
chinjufumod:block_garasudob_cr_aca, tile.block_garasudob_cr_aca.name
chinjufumod:block_garasudob_or_aca, tile.block_garasudob_or_aca.name
